year,country,product,production_rate
2016,Philippines,corn,0.7499705557497898
2017,Philippines,corn,0.7715915090125369
2018,Philippines,corn,0.7675710588268331
2019,Philippines,corn,0.768194646953769
2020,Philippines,corn,0.7656703204383463
2021,Philippines,corn,0.767444226386482
2022,Philippines,corn,0.7720418019889601
2023,Philippines,corn,0.7765413468167851
2024,Philippines,corn,0.7800909070575985
2025,Philippines,corn,0.7828300737831407
2026,Philippines,corn,0.784249266344874
2027,Philippines,corn,0.789208663258049
2028,Philippines,corn,0.7945994700589551
2016,Russia,corn,1.4193519668295451
2017,Russia,corn,1.279120811118653
2018,Russia,corn,1.0296684935481908
2019,Russia,corn,1.0803904086321945
2020,Russia,corn,1.0769011266165258
2021,Russia,corn,1.0802999171341097
2022,Russia,corn,1.078193364096554
2023,Russia,corn,1.079868625361419
2024,Russia,corn,1.0778127632713619
2025,Russia,corn,1.0728758305800181
2026,Russia,corn,1.0660049070703508
2027,Russia,corn,1.062298910407887
2028,Russia,corn,1.0595699924784576
2016,Saudi Arabia,corn,0.007419023675031926
2017,Saudi Arabia,corn,0.007735253223183327
2018,Saudi Arabia,corn,0.007488498134895934
2019,Saudi Arabia,corn,0.0076500711729835915
2020,Saudi Arabia,corn,0.007709874754413903
2021,Saudi Arabia,corn,0.007651834570814686
2022,Saudi Arabia,corn,0.007431692495357327
2023,Saudi Arabia,corn,0.007306055712453801
2024,Saudi Arabia,corn,0.007206956452586925
2025,Saudi Arabia,corn,0.007173700561586628
2026,Saudi Arabia,corn,0.007136099039432961
2027,Saudi Arabia,corn,0.007119965887452325
2028,Saudi Arabia,corn,0.007100211289804097
2016,South Africa Republic,corn,1.6276410565060664
2017,South Africa Republic,corn,1.3077412480444313
2018,South Africa Republic,corn,1.2168809469205892
2019,South Africa Republic,corn,1.2902209322340303
2020,South Africa Republic,corn,1.2924231427399122
2021,South Africa Republic,corn,1.2868124978805289
2022,South Africa Republic,corn,1.2727841170209677
2023,South Africa Republic,corn,1.2688183420628103
2024,South Africa Republic,corn,1.2594777690245011
2025,South Africa Republic,corn,1.2475717431195652
2026,South Africa Republic,corn,1.2470533523629308
2027,South Africa Republic,corn,1.2396651717375327
2028,South Africa Republic,corn,1.2401962467190781
2016,Taiwan,corn,0.006027956735963439
2017,Taiwan,corn,0.006865037235575203
2018,Taiwan,corn,0.007301285681523535
2019,Taiwan,corn,0.007558998897114739
2020,Taiwan,corn,0.007709874754413903
2021,Taiwan,corn,0.007825739901969565
2022,Taiwan,corn,0.007858801259458325
2023,Taiwan,corn,0.007809921623657513
2024,Taiwan,corn,0.00778682651199047
2025,Taiwan,corn,0.007744335833531018
2026,Taiwan,corn,0.007697365256017576
2027,Taiwan,corn,0.0076737410120319505
2028,Taiwan,corn,0.007646381389019795
2016,Thailand,corn,0.4822365388770751
2017,Thailand,corn,0.483453326448958
2018,Thailand,corn,0.48019994290020174
2019,Thailand,corn,0.4737579790697695
2020,Thailand,corn,0.4686185942682841
2021,Thailand,corn,0.4670227668164282
2022,Thailand,corn,0.4632421655439401
2023,Thailand,corn,0.4631367500480772
2024,Thailand,corn,0.4628191459839442
2025,Thailand,corn,0.46050266445912336
2026,Thailand,corn,0.4598373931589666
2027,Thailand,corn,0.459237799740675
2028,Thailand,corn,0.4591730048406276
2016,Turkey,corn,0.5100578776584448
2017,Turkey,corn,0.5801439917387495
2018,Turkey,corn,0.5148342467740954
2019,Turkey,corn,0.5782178794913431
2020,Turkey,corn,0.5832032845838839
2021,Turkey,corn,0.5873652559756045
2022,Turkey,corn,0.5884704551783521
2023,Turkey,corn,0.5911186914938197
2024,Turkey,corn,0.5930413936099976
2025,Turkey,corn,0.5934606828221665
2026,Turkey,corn,0.5950223704677753
2027,Turkey,corn,0.5976024701534985
2028,Turkey,corn,0.6017234007359252
2016,Ukraine,corn,2.593783414587099
2017,Ukraine,corn,2.3316953934633244
2018,Ukraine,corn,2.9017930272721744
2019,Ukraine,corn,2.679255283785765
2020,Ukraine,corn,2.6938479630422276
2021,Ukraine,corn,2.716488225304791
2022,Ukraine,corn,2.734350307774575
2023,Ukraine,corn,2.7609332604407317
2024,Ukraine,corn,2.7882637613519923
2025,Ukraine,corn,2.7955421972555703
2026,Ukraine,corn,2.80873650956558
2027,Ukraine,corn,2.833192648081446
2028,Ukraine,corn,2.8591224450943
2016,USA,corn,35.683463645392926
2017,USA,corn,35.86836919590109
2018,USA,corn,35.13734373610532
2019,USA,corn,34.53824990050354
2020,USA,corn,34.39578952219159
2021,USA,corn,34.124399700535015
2022,USA,corn,33.89244717945915
2023,USA,corn,33.69284166097718
2024,USA,corn,33.3936398195113
2025,USA,corn,33.213826003523266
2026,USA,corn,33.014721211052134
2027,USA,corn,32.72478721190838
2028,USA,corn,32.414103048253345
2016,Vietnam,corn,0.46888229626201766
2017,Vietnam,corn,0.471850446614183
2018,Vietnam,corn,0.3697445954104867
2019,Vietnam,corn,0.37886066761442544
2020,Vietnam,corn,0.4110160817353067
2021,Vietnam,corn,0.4235464340277083
2022,Vietnam,corn,0.42839009039329884
2023,Vietnam,corn,0.43508821432440403
2024,Vietnam,corn,0.4392101507082284
2025,Vietnam,corn,0.4426499323797203
2026,Vietnam,corn,0.44588591863243476
2027,Vietnam,corn,0.44887429383782773
2028,Vietnam,corn,0.453087109449367
2016,World,corn,1078309.0
2017,World,corn,1034226.0
2018,World,corn,1068305.0
2019,World,corn,1098029.0
2020,World,corn,1128423.0
2021,World,corn,1150051.0
2022,World,corn,1170662.0
2023,World,corn,1190793.0
2024,World,corn,1207167.0
2025,World,corn,1226703.0
2026,World,corn,1247180.0
2027,World,corn,1264051.0
2028,World,corn,1281652.0
2016,Argentina,cotton,0.7033799752410249
2017,Argentina,cotton,0.6638117365153122
2018,Argentina,cotton,0.9041814281134666
2019,Argentina,cotton,0.686559694723343
2020,Argentina,cotton,0.6954809127417643
2021,Argentina,cotton,0.6879904330944068
2022,Argentina,cotton,0.6730599101171308
2023,Argentina,cotton,0.6693956176258127
2024,Argentina,cotton,0.6683587707020446
2025,Argentina,cotton,0.6668928795155565
2026,Argentina,cotton,0.6690954725606828
2027,Argentina,cotton,0.6722804907083694
2028,Argentina,cotton,0.6710134447808023
2016,Australia,cotton,3.7982518663015346
2017,Australia,cotton,3.804774587343863
2018,Australia,cotton,2.054957791166969
2019,Australia,cotton,2.3959213036814613
2020,Australia,cotton,3.04811435429521
2021,Australia,cotton,3.31372216111673
2022,Australia,cotton,3.8274532007502033
2023,Australia,cotton,3.9358811186405696
2024,Australia,cotton,3.8480856677895274
2025,Australia,cotton,3.750130507412821
2026,Australia,cotton,3.6553742132525726
2027,Australia,cotton,3.5775597408618722
2028,Australia,cotton,3.48436753152844
2016,Bangladesh,cotton,0.11722999587350413
2017,Bangladesh,cotton,0.10928607857264286
2018,Bangladesh,cotton,0.11096772072301635
2019,Bangladesh,cotton,0.10791029370366895
2020,Bangladesh,cotton,0.11001523287839855
2021,Bangladesh,cotton,0.10925169967593584
2022,Bangladesh,cotton,0.10899182561307902
2023,Bangladesh,cotton,0.10869939114581542
2024,Bangladesh,cotton,0.10916080122688704
2025,Bangladesh,cotton,0.10897368970557528
2026,Bangladesh,cotton,0.11012863280424635
2027,Bangladesh,cotton,0.11089808653810007
2028,Bangladesh,cotton,0.11091637763043398
2016,Brazil,cotton,6.583636568255994
2017,Brazil,cotton,7.463834403257534
2018,Brazil,cotton,8.219831164667877
2019,Brazil,cotton,8.33880704388352
2020,Brazil,cotton,8.653505870043544
2021,Brazil,cotton,10.035654439826674
2022,Brazil,cotton,10.133408825506917
2023,Brazil,cotton,10.490867187231261
2024,Brazil,cotton,10.774104111277047
2025,Brazil,cotton,11.096392775109626
2026,Brazil,cotton,11.542377113733425
2027,Brazil,cotton,11.950052003057529
2028,Brazil,cotton,12.380964053288885
2016,Central AM & Carribean,cotton,0.025321679108676897
2017,Central AM & Carribean,cotton,0.02185721571452857
2018,Central AM & Carribean,cotton,0.02219354414460327
2019,Central AM & Carribean,cotton,0.02033092490069125
2020,Central AM & Carribean,cotton,0.019233432321398347
2021,Central AM & Carribean,cotton,0.018454678999313485
2022,Central AM & Carribean,cotton,0.0176934781839414
2023,Central AM & Carribean,cotton,0.017199270750920162
2024,Central AM & Carribean,cotton,0.01674245417590292
2025,Central AM & Carribean,cotton,0.015660889538525787
2026,Central AM & Carribean,cotton,0.015366785972685537
2027,Central AM & Carribean,cotton,0.015037028683132213
2028,Central AM & Carribean,cotton,0.014707143995195668
2016,China,cotton,21.335859248977755
2017,China,cotton,22.26197896850132
2018,China,cotton,22.604535702836664
2019,China,cotton,22.503987989115135
2020,China,cotton,23.051653305842347
2021,China,cotton,22.69482604619575
2022,China,cotton,22.352524859336846
2023,China,cotton,22.498710054693678
2024,China,cotton,23.21508696030699
2025,China,cotton,23.678612445186886
2026,China,cotton,23.569448268355305
2027,China,cotton,23.547986917785046
2028,China,cotton,23.54491194097533
2016,West Africa,cotton,4.013017218741794
2017,West Africa,cotton,3.7351553076605497
2018,West Africa,cotton,3.8353732214340317
2019,West Africa,cotton,3.71117575302618
2020,West Africa,cotton,3.9959378990937204
2021,West Africa,cotton,4.049694759609351
2022,West Africa,cotton,4.3080080682260515
2023,West Africa,cotton,4.3307763750816965
2024,West Africa,cotton,4.246556077176017
2025,West Africa,cotton,4.186025266235123
2026,West Africa,cotton,4.166319846844367
2027,West Africa,cotton,4.120772402040024
2028,West Africa,cotton,4.1032931746595915
2016,Egypt,cotton,0.15943279438796562
2017,Egypt,cotton,0.24285795238365082
2018,Egypt,cotton,0.3698924024100545
2019,Egypt,cotton,0.3761221106627881
2020,Egypt,cotton,0.39082334477081443
2021,Egypt,cotton,0.3779518259059402
2022,Egypt,cotton,0.38217912877313426
2023,Egypt,cotton,0.3708162773898387
2024,Egypt,cotton,0.3576188211972864
2025,Egypt,cotton,0.34780225516809354
2026,Egypt,cotton,0.33614844315249615
2027,Egypt,cotton,0.32392265954913974
2028,Egypt,cotton,0.31007561923204197
2016,EU,cotton,1.2285703567543236
2017,EU,cotton,1.2499089282678562
2018,EU,cotton,1.3603820577525338
2019,EU,cotton,1.314472490694692
2020,EU,cotton,1.2994106876336724
2021,EU,cotton,1.2556563591132897
2022,EU,cotton,1.2123571251636647
2023,EU,cotton,1.1888135943036016
2024,EU,cotton,1.1672839051439516
2025,EU,cotton,1.1478126957611192
2026,EU,cotton,1.136501879229868
2027,EU,cotton,1.1221382654787413
2028,EU,cotton,1.1079381809714068
2016,India,cotton,25.321679108676896
2017,India,cotton,23.476268730419577
2018,India,cotton,23.59091544259681
2019,India,cotton,23.429827030746615
2020,India,cotton,23.69097259620563
2021,India,cotton,23.517904729565135
2022,India,cotton,23.974662939240595
2023,India,cotton,23.787967390182658
2024,India,cotton,23.32558715786795
2025,India,cotton,23.060007308415116
2026,India,cotton,22.957978243192194
2027,India,cotton,22.88823728431262
2028,India,cotton,22.788719620555682
2016,Indonesia,cotton,0.004689199834940166
2017,Indonesia,cotton,0.002428579523836508
2018,Indonesia,cotton,0.002465949349400363
2019,Indonesia,cotton,0.00234587595007976
2020,Indonesia,cotton,0.0023080118785678014
2021,Indonesia,cotton,0.0022145614799176185
2022,Indonesia,cotton,0.002123217382072968
2023,Indonesia,cotton,0.0020639124901104195
2024,Indonesia,cotton,0.0020090945011083505
2025,Indonesia,cotton,0.0019576111923157234
2026,Indonesia,cotton,0.0019208482465856921
2027,Indonesia,cotton,0.0018796285853915266
2028,Indonesia,cotton,0.0018383929993994585
2016,Japan,cotton,0.0
2017,Japan,cotton,0.0
2018,Japan,cotton,0.0
2019,Japan,cotton,0.0
2020,Japan,cotton,0.0
2021,Japan,cotton,0.0
2022,Japan,cotton,0.0
2023,Japan,cotton,0.0
2024,Japan,cotton,0.0
2025,Japan,cotton,0.0
2026,Japan,cotton,0.0
2027,Japan,cotton,0.0
2028,Japan,cotton,0.0
2016,South Korea,cotton,0.0
2017,South Korea,cotton,0.0
2018,South Korea,cotton,0.0
2019,South Korea,cotton,0.0
2020,South Korea,cotton,0.0
2021,South Korea,cotton,0.0
2022,South Korea,cotton,0.0
2023,South Korea,cotton,0.0
2024,South Korea,cotton,0.0
2025,South Korea,cotton,0.0
2026,South Korea,cotton,0.0
2027,South Korea,cotton,0.0
2028,South Korea,cotton,0.0
2016,Malaysia,cotton,0.0
2017,Malaysia,cotton,0.0
2018,Malaysia,cotton,0.0
2019,Malaysia,cotton,0.0
2020,Malaysia,cotton,0.0
2021,Malaysia,cotton,0.0
2022,Malaysia,cotton,0.0
2023,Malaysia,cotton,0.0
2024,Malaysia,cotton,0.0
2025,Malaysia,cotton,0.0
2026,Malaysia,cotton,0.0
2027,Malaysia,cotton,0.0
2028,Malaysia,cotton,0.0
2016,Mexico,cotton,0.7174475747458454
2017,Mexico,cotton,1.2628613523949843
2018,Mexico,cotton,1.4179208759052089
2019,Mexico,cotton,1.350442588595915
2020,Mexico,cotton,1.3140280961979351
2021,Mexico,cotton,1.2659909793529052
2022,Mexico,cotton,1.234297038111752
2023,Mexico,cotton,1.2183963399951843
2024,Mexico,cotton,1.2134930786694438
2025,Mexico,cotton,1.21763416162038
2026,Mexico,cotton,1.2261414640705337
2027,Mexico,cotton,1.231783266293247
2028,Mexico,cotton,1.2317233095976372
2016,Nigeria,cotton,0.21570319240724764
2017,Nigeria,cotton,0.19023872936719313
2018,Nigeria,cotton,0.19316603236969512
2019,Nigeria,cotton,0.1868881173563542
2020,Nigeria,cotton,0.18771829945684787
2021,Nigeria,cotton,0.1838086028331623
2022,Nigeria,cotton,0.1797657383488446
2023,Nigeria,cotton,0.17818444497953287
2024,Nigeria,cotton,0.17747001426457096
2025,Nigeria,cotton,0.17618500730841513
2026,Nigeria,cotton,0.1760777559370218
2027,Nigeria,cotton,0.17605854416500633
2028,Nigeria,cotton,0.17587293027588152
2016,Other Asia & Oceania,cotton,0.7990396518738042
2017,Other Asia & Oceania,cotton,0.6921451642934048
2018,Other Asia & Oceania,cotton,0.6781360710850999
2019,Other Asia & Oceania,cotton,0.6443339276219073
2020,Other Asia & Oceania,cotton,0.6316259174347217
2021,Other Asia & Oceania,cotton,0.6045752840175098
2022,Other Asia & Oceania,cotton,0.5789306061785626
2023,Other Asia & Oceania,cotton,0.5613841973100341
2024,Other Asia & Oceania,cotton,0.5458040061344352
2025,Other Asia & Oceania,cotton,0.5318177072457716
2026,Other Asia & Oceania,cotton,0.5211901575735844
2027,Other Asia & Oceania,cotton,0.5100058895029008
2028,Other Asia & Oceania,cotton,0.4982045028372532
2016,Other Europe,cotton,9.378399669880331E-4
2017,Other Europe,cotton,8.095265079455027E-4
2018,Other Europe,cotton,8.219831164667877E-4
2019,Other Europe,cotton,7.819586500265865E-4
2020,Other Europe,cotton,7.693372928559338E-4
2021,Other Europe,cotton,7.381871599725394E-4
2022,Other Europe,cotton,7.07739127357656E-4
2023,Other Europe,cotton,6.879708300368064E-4
2024,Other Europe,cotton,6.696981670361169E-4
2025,Other Europe,cotton,6.525370641052412E-4
2026,Other Europe,cotton,6.402827488618975E-4
2027,Other Europe,cotton,6.265428617971755E-4
2028,Other Europe,cotton,6.127976664664862E-4
2016,Other FSU,cotton,5.612972202423379
2017,Other FSU,cotton,5.350970217519772
2018,Other FSU,cotton,4.808601231330709
2019,Other FSU,cotton,4.495480279002846
2020,Other FSU,cotton,4.376759859057408
2021,Other FSU,cotton,4.184044822724354
2022,Other FSU,cotton,4.0234969390282735
2023,Other FSU,cotton,3.9234976436999074
2024,Other FSU,cotton,3.8320129117806605
2025,Other FSU,cotton,3.748172896220505
2026,Other FSU,cotton,3.6937911781842865
2027,Other FSU,cotton,3.6301893412528354
2028,Other FSU,cotton,3.5701592048337476
2016,Other Middle East,cotton,0.5777094196646284
2017,Other Middle East,cotton,0.41204899254426086
2018,Other Middle East,cotton,0.40112776083579244
2019,Other Middle East,cotton,0.3792499452628945
2020,Other Middle East,cotton,0.3731285870351279
2021,Other Middle East,cotton,0.36023533406659924
2022,Other Middle East,cotton,0.3482076506599667
2023,Other Middle East,cotton,0.341233531698256
2024,Other Middle East,cotton,0.3355187816850945
2025,Other Middle East,cotton,0.3308362915013573
2026,Other Middle East,cotton,0.3278247674172915
2027,Other Middle East,cotton,0.32454920241093693
2028,Other Middle East,cotton,0.3204931795619722
2016,Other North Africa,cotton,0.010316239636868365
2017,Other North Africa,cotton,0.008904791587400528
2018,Other North Africa,cotton,0.009041814281134665
2019,Other North Africa,cotton,0.008601545150292452
2020,Other North Africa,cotton,0.008462710221415273
2021,Other North Africa,cotton,0.008120058759697934
2022,Other North Africa,cotton,0.007785130400934215
2023,Other North Africa,cotton,0.007567679130404871
2024,Other North Africa,cotton,0.0073666798373972844
2025,Other North Africa,cotton,0.007177907705157653
2026,Other North Africa,cotton,0.007043110237480872
2027,Other North Africa,cotton,0.007518514341566107
2028,Other North Africa,cotton,0.007353571997597834
2016,Other South America,cotton,0.19413287316652286
2017,Other South America,cotton,0.19590541492281163
2018,Other South America,cotton,0.1997418973014294
2019,Other South America,cotton,0.19079791060648713
2020,Other South America,cotton,0.19156498592112756
2021,Other South America,cotton,0.18676135147305248
2022,Other South America,cotton,0.18118121660355993
2023,Other South America,cotton,0.17818444497953287
2024,Other South America,cotton,0.17613061793049872
2025,Other South America,cotton,0.17161724785967844
2026,Other South America,cotton,0.16775408020181712
2027,Other South America,cotton,0.16415422979085997
2028,Other South America,cotton,0.15994019094775289
2016,Other Sub-Saharan Africa,cotton,2.177664403346213
2017,Other Sub-Saharan Africa,cotton,1.8878158165289123
2018,Other Sub-Saharan Africa,cotton,2.1281142885325135
2019,Other Sub-Saharan Africa,cotton,1.9947765162178226
2020,Other Sub-Saharan Africa,cotton,1.9464233509255129
2021,Other Sub-Saharan Africa,cotton,1.9178102416086573
2022,Other Sub-Saharan Africa,cotton,1.987331469620298
2023,Other Sub-Saharan Africa,cotton,1.9820439613360392
2024,Other Sub-Saharan Africa,cotton,1.9776186872576529
2025,Other Sub-Saharan Africa,cotton,1.9295520985591983
2026,Other Sub-Saharan Africa,cotton,1.9054814606130066
2027,Other Sub-Saharan Africa,cotton,1.8977983283836448
2028,Other Sub-Saharan Africa,cotton,1.9015111590455065
2016,Pakistan,cotton,7.221367745807855
2017,Pakistan,cotton,6.638117365153122
2018,Pakistan,cotton,6.986856489967696
2019,Pakistan,cotton,6.76941603328016
2020,Pakistan,cotton,6.716314566632303
2021,Pakistan,cotton,6.527050868477194
2022,Pakistan,cotton,6.353374146289678
2023,Pakistan,cotton,6.293557153176706
2024,Pakistan,cotton,6.254980880117331
2025,Pakistan,cotton,6.2297713510127375
2026,Pakistan,cotton,6.244677649650086
2027,Pakistan,cotton,6.237860732052679
2028,Pakistan,cotton,6.218057921635435
2016,Philippines,cotton,0.0018756799339760663
2017,Philippines,cotton,0.0016190530158910054
2018,Philippines,cotton,0.0016439662329335754
2019,Philippines,cotton,0.001563917300053173
2020,Philippines,cotton,0.0015386745857118675
2021,Philippines,cotton,0.0014763743199450788
2022,Philippines,cotton,0.001415478254715312
2023,Philippines,cotton,0.0013759416600736128
2024,Philippines,cotton,0.0013393963340722337
2025,Philippines,cotton,0.0013050741282104824
2026,Philippines,cotton,0.0019208482465856921
2027,Philippines,cotton,0.0018796285853915266
2028,Philippines,cotton,0.0018383929993994585
2016,Russia,cotton,0.0
2017,Russia,cotton,0.0
2018,Russia,cotton,0.0
2019,Russia,cotton,0.0
2020,Russia,cotton,0.0
2021,Russia,cotton,0.0
2022,Russia,cotton,0.0
2023,Russia,cotton,0.0
2024,Russia,cotton,0.0
2025,Russia,cotton,0.0
2026,Russia,cotton,0.0
2027,Russia,cotton,0.0
2028,Russia,cotton,0.0
2016,Taiwan,cotton,0.0
2017,Taiwan,cotton,0.0
2018,Taiwan,cotton,0.0
2019,Taiwan,cotton,0.0
2020,Taiwan,cotton,0.0
2021,Taiwan,cotton,0.0
2022,Taiwan,cotton,0.0
2023,Taiwan,cotton,0.0
2024,Taiwan,cotton,0.0
2025,Taiwan,cotton,0.0
2026,Taiwan,cotton,0.0
2027,Taiwan,cotton,0.0
2028,Taiwan,cotton,0.0
2016,Thailand,cotton,0.0018756799339760663
2017,Thailand,cotton,0.0016190530158910054
2018,Thailand,cotton,0.0016439662329335754
2019,Thailand,cotton,0.001563917300053173
2020,Thailand,cotton,0.0015386745857118675
2021,Thailand,cotton,0.0014763743199450788
2022,Thailand,cotton,0.001415478254715312
2023,Thailand,cotton,0.0013759416600736128
2024,Thailand,cotton,0.0013393963340722337
2025,Thailand,cotton,0.0013050741282104824
2026,Thailand,cotton,0.001280565497723795
2027,Thailand,cotton,0.001253085723594351
2028,Thailand,cotton,0.0012255953329329723
2016,Turkey,cotton,3.001087894361706
2017,Turkey,cotton,3.2381060317820105
2018,Turkey,cotton,3.698924024100545
2019,Turkey,cotton,3.615776797722937
2020,Turkey,cotton,3.668200212337093
2021,Turkey,cotton,3.6030915278259648
2022,Turkey,cotton,3.5478962454439293
2023,Turkey,cotton,3.535482095559148
2024,Turkey,cotton,3.5366760201177327
2025,Turkey,cotton,3.5380559615786176
2026,Turkey,cotton,3.563813780165321
2027,Turkey,cotton,3.581318998032655
2028,Turkey,cotton,3.597122302158273
2016,USA,cotton,16.10271223318453
2017,USA,cotton,16.93772312574375
2018,USA,cotton,16.244852330733124
2019,USA,cotton,17.404053673641737
2020,USA,cotton,15.559077410718409
2021,USA,cotton,15.029490577040901
2022,USA,cotton,14.505821154322518
2023,USA,cotton,14.322176739706235
2024,USA,cotton,14.159428345644617
2025,USA,cotton,14.009970766339528
2026,USA,cotton,13.957523642440503
2027,USA,cotton,13.86602007443329
2028,USA,cotton,13.760984398171411
2016,Vietnam,cotton,0.0028135199009640993
2017,Vietnam,cotton,0.002428579523836508
2018,Vietnam,cotton,0.002465949349400363
2019,Vietnam,cotton,0.00234587595007976
2020,Vietnam,cotton,0.0023080118785678014
2021,Vietnam,cotton,0.0022145614799176185
2022,Vietnam,cotton,0.002830956509430624
2023,Vietnam,cotton,0.0027518833201472257
2024,Vietnam,cotton,0.0026787926681444674
2025,Vietnam,cotton,0.002610148256420965
2026,Vietnam,cotton,0.00256113099544759
2027,Vietnam,cotton,0.002506171447188702
2028,Vietnam,cotton,0.0030639883323324304
2016,World,cotton,106628.0
2017,World,cotton,123529.0
2018,World,cotton,121657.0
2019,World,cotton,127884.0
2020,World,cotton,129982.0
2021,World,cotton,135467.0
2022,World,cotton,141295.0
2023,World,cotton,145355.0
2024,World,cotton,149321.0
2025,World,cotton,153248.0
2026,World,cotton,156181.0
2027,World,cotton,159606.0
2028,World,cotton,163186.0
2016,Argentina,pork,0.45171730458034426
2017,Argentina,pork,0.4847247364041146
2018,Argentina,pork,0.4975040474905558
2019,Argentina,pork,0.49864120272258095
2020,Argentina,pork,0.5016090897149612
2021,Argentina,pork,0.5052962836796601
2022,Argentina,pork,0.508367211116724
2023,Argentina,pork,0.5111461561016587
2024,Argentina,pork,0.51312938526161
2025,Argentina,pork,0.5165657285358034
2026,Argentina,pork,0.5185832031130312
2027,Argentina,pork,0.5207466053073767
2028,Argentina,pork,0.5223495251708112
2016,Australia,pork,0.3340285049195649
2017,Australia,pork,0.3500313140758916
2018,Australia,pork,0.36258769562871024
2019,Australia,pork,0.3490488419058067
2020,Australia,pork,0.3505516879022724
2021,Australia,pork,0.3520041526757182
2022,Australia,pork,0.35762109804110237
2023,Australia,pork,0.3637458692258315
2024,Australia,pork,0.3660740126561486
2025,Australia,pork,0.36786914700825574
2026,Australia,pork,0.36997885835095135
2027,Australia,pork,0.3708805764543817
2028,Australia,pork,0.37267917411900287
2016,Brazil,pork,3.2018276378300263
2017,Brazil,pork,3.1957515807173924
2018,Brazil,pork,3.0988599568267676
2019,Brazil,pork,3.1372842337962386
2020,Brazil,pork,3.205044003677919
2021,Brazil,pork,3.2483332522263852
2022,Brazil,pork,3.2731150722057842
2023,Brazil,pork,3.2697504497293703
2024,Brazil,pork,3.2751108781865255
2025,Brazil,pork,3.279069407227273
2026,Brazil,pork,3.2838496185311152
2027,Brazil,pork,3.2834284503247093
2028,Brazil,pork,3.283767502076676
2016,Canada,pork,1.6562967834612623
2017,Canada,pork,1.6806650594967443
2018,Canada,pork,1.6527253103076092
2019,Canada,pork,1.637205282272474
2020,Canada,pork,1.6304347826086956
2021,Canada,pork,1.6261942998037213
2022,Canada,pork,1.6237280796709244
2023,Canada,pork,1.6269504782584578
2024,Canada,pork,1.629342240091362
2025,Canada,pork,1.6240454763711838
2026,Canada,pork,1.6285197781658853
2027,Canada,pork,1.630360738128037
2028,Canada,pork,1.6261683641778983
2016,Central AM & Carribean,pork,0.27518410508917523
2017,Central AM & Carribean,pork,0.27625020375597326
2018,Central AM & Carribean,pork,0.2757352941176471
2019,Central AM & Carribean,pork,0.27508373016862386
2020,Central AM & Carribean,pork,0.2733810587153553
2021,Central AM & Carribean,pork,0.2725193440070076
2022,Central AM & Carribean,pork,0.2734277902063137
2023,Central AM & Carribean,pork,0.2749887072360861
2024,Central AM & Carribean,pork,0.2753377189208639
2025,Central AM & Carribean,pork,0.2749337835535385
2026,Central AM & Carribean,pork,0.2765266415418084
2027,Central AM & Carribean,pork,0.27778198277297567
2028,Central AM & Carribean,pork,0.2791352047116227
2016,China,pork,45.85536392665219
2017,China,pork,45.81292198934464
2018,China,pork,45.66075283324339
2019,China,pork,45.542563181995725
2020,China,pork,45.54544857480625
2021,China,pork,45.56426103460022
2022,China,pork,45.58626606688958
2023,China,pork,45.68061686227583
2024,China,pork,45.82730380232004
2025,China,pork,45.83727017859079
2026,China,pork,45.89193246928333
2027,China,pork,45.99373287515706
2028,China,pork,46.060302184438775
2016,EU,pork,20.652653622824705
2017,EU,pork,20.30095829651427
2018,EU,pork,20.321775499190505
2019,EU,pork,19.94564810890324
2020,EU,pork,19.772921318796797
2021,EU,pork,19.65221340860058
2022,EU,pork,19.519216120212008
2023,EU,pork,19.38313772417127
2024,EU,pork,19.261907183029184
2025,EU,pork,19.157850714827838
2026,EU,pork,19.020590127769097
2027,EU,pork,18.886904131155482
2028,EU,pork,18.758185097323146
2016,Hong Kong,pork,0.10730449380835763
2017,Hong Kong,pork,0.10809790581755477
2018,Hong Kong,pork,0.10877630868861304
2019,Hong Kong,pork,0.1080389272565592
2020,Hong Kong,pork,0.10426244581636673
2021,Hong Kong,pork,0.10138368452641652
2022,Hong Kong,pork,0.10023012837474841
2023,Hong Kong,pork,0.09985180723846356
2024,Hong Kong,pork,0.09855838802280922
2025,Hong Kong,pork,0.09835659298957575
2026,Hong Kong,pork,0.09804822747188774
2027,Hong Kong,pork,0.09763998849513314
2028,Hong Kong,pork,0.09728572818367545
2016,Indonesia,pork,0.6343080158187593
2017,Indonesia,pork,0.6391503161434785
2018,Indonesia,pork,0.6383229897463573
2019,Indonesia,pork,0.639091808156108
2020,Indonesia,pork,0.6411729935636412
2021,Indonesia,pork,0.6415559556831638
2022,Indonesia,pork,0.6430765036523859
2023,Indonesia,pork,0.6450743737468995
2024,Indonesia,pork,0.6461049881495272
2025,Indonesia,pork,0.6482241600966528
2026,Indonesia,pork,0.6495695070012563
2027,Indonesia,pork,0.6509332566342209
2028,Indonesia,pork,0.6518143788306255
2016,Japan,pork,1.1067939321039468
2017,Japan,pork,1.0998532956992477
2018,Japan,pork,1.083546950890448
2019,Japan,pork,1.0679232424975276
2020,Japan,pork,1.0582227768291081
2021,Japan,pork,1.0479017632650414
2022,Japan,pork,1.0375822889353956
2023,Japan,pork,1.0278396348276764
2024,Japan,pork,1.0153078385206855
2025,Japan,pork,1.006799770759437
2026,Japan,pork,0.9965683120384838
2027,Japan,pork,0.9862395737144067
2028,Japan,pork,0.9758506888577908
2016,South Korea,pork,1.09554426743049
